uid,title,num,crn,section,hours,times,faculty,location,limit,enrolled,available,info,description,subj,subject,subj_code,cat_term,credit_hours
202610ENST12352,"Introduction to Environmental Arts and Humanities",200,12352,A,4,"TR 0930-1045,  ","L Burner","Gailor Hall 212",15,15,"Closed // Waitlist: 1","General Education: G4: Exploring Past and Present,GFWI: Foundational Writing Intensive<br><br>Open only to first-year students and sophomores; Reserved Seats: new first-year students - 8 (none available); Consent of professor required for late entry","An introduction to Environmental Arts and Humanities, this course acquaints students with the diverse perspectives offered by environmental approaches in the fields of literature, history, art, art history, classical studies, music, philosophy, anthropology, and religion. Students are expected to integrate three of these perspectives in a transdisciplinary research project.",ENST,"Environmental Studies",ENST,202610,"4 hours"
202610ENST12528,"Ecosystems of the Ocean",209,12528,A,4,"MWF 0900-0950,  ","E Ezell","Snowden Hall 215",26,26,"Closed // Waitlist: 2","Consent of professor required for late entry","As an introduction to the geologic, physical, chemical, and biological processes of the world's ocean, this course emphasizes its complex relationships with human cultures. Students in this course engage with a mix of readings from scientific journals, textbooks, and classic literature while conducting their own scientific reviews to pursue questions at the frontiers of ocean sciences.",ENST,"Environmental Studies",ENST,202610,"4 hours"
202610ENST12530,"Sustainability and Global Environmental Change Seminar",211,12530,A,2,"F 1400-1530,  ","E Ezell/ S Torreano","Snowden Hall 109",15,15,"Closed // Waitlist: 0","Prerequisites: Only open to students who have been admitted to the Global Environmental Change Field Studies Program; Consent of professor required for late entry","This seminar-style course exposes students to literature on a variety of issues related to climate change and other examples of our dynamic global environment including natural resource use and natural hazards.",ENST,"Environmental Studies",ENST,202610,"2 hours"
202610ENST12533,"Fundamentals of GIS",217,12533,A,4,"MWF 1000-1050,  ","C Van de Ven","duPont Library G10",24,24,Closed,"Consent of professor required for late entry","An introduction to the basic concepts and applications of geographic information systems (GIS).  Topics include geographic data acquisition, data management, cartography, and methods of geospatial analysis.  Laboratory exercises and projects focus on applications of GIS in understanding and managing the environment.  Laboratory course.",ENST,"Environmental Studies",ENST,202610,"4 hours"
202610ENST12534,"Fundamentals of GIS",217,12534,L1,0,"M 1330-1630,  ","C Van de Ven","duPont Library G10",13,13,"Closed // Waitlist: 0",,"An introduction to the basic concepts and applications of geographic information systems (GIS).  Topics include geographic data acquisition, data management, cartography, and methods of geospatial analysis.  Laboratory exercises and projects focus on applications of GIS in understanding and managing the environment.  Laboratory course.",ENST,"Environmental Studies",ENST,202610,"0 hours"
202610ENST12535,"Fundamentals of GIS",217,12535,L2,0,"T 1330-1630,  ","B McCray","duPont Library G10",12,11,"Available: 1",,"An introduction to the basic concepts and applications of geographic information systems (GIS).  Topics include geographic data acquisition, data management, cartography, and methods of geospatial analysis.  Laboratory exercises and projects focus on applications of GIS in understanding and managing the environment.  Laboratory course.",ENST,"Environmental Studies",ENST,202610,"0 hours"
202610ENST12714,"Environment, Conservation, and Policy Issues in Ecuador",219,12714,A,4,"TBA ,  ","D McGrath",TBA,99,6,"Available: 93","Prerequisites: Only open to students admitted to the Global Environmental Challenges program.; Consent of professor required for late entry","This course introduces students to the most influential factors shaping the ecosystems and their conservation, looking at the global, regional and local factors that determine the climates and the contrasting ecosystems that can be found in Ecuador. The course includes several field visits to the Ecuadorian Amazon (Tiputini Biodiversity Station) and the Galapagos Islands. Thus, allowing students to experience first-hand current topics of conservation and policy issues, while discussing the main environmental challenges associated with the conservation of natural ecosystems in tropical developing countries.",ENST,"Environmental Studies",ENST,202610,"4 hours"
202610ENST12786,"Environmental Challenges: Linking the Global to the Local",225,12786,A,4,"TBA ,  ","D McGrath",TBA,99,6,"Available: 93","General Education: G7: Encountering Perspectives<br><br>Prerequisites: Only open to students admitted to the Global Environmental Challenges program.; Consent of professor required for late entry","This course examines local environmental challenges in Cuenca, Ecuador, and explores connections to the broader global context. Emphasis will be placed on learning about the ways and beliefs of local cultures and understanding the difficulties in maintaining cultural identity in today’s environmental economic climate. Experiential learning will be a significant element of the course, and students will regularly visit local communities and NGOs so that students can learn from those who are most affected by these issues.",ENST,"Environmental Studies",ENST,202610,"4 hours"
202610ENST12531,"Environmental Policy and Law",334,12531,A,4,"TR 0800-0915,  ","D Carter","Snowden Hall 215",16,16,"Closed // Waitlist: 0","Prerequisite:  ENST 101  or  ENST 200  and  POLS 101  ; Consent of professor required for late entry","This course combines the study of public policy with the study of major environmental problems. Students will explore public policy concepts and the instruments used in environmental regulation. Topics will include air and water quality issues hazardous waste and risk management, natural resources and biological diversity. The course will also discuss the impact of environmental groups and citizen activism on this highly complex area of public policy. Not open for credit to students who have completed POLS 208 or POLS 313.",ENST,"Environmental Studies",ENST,202610,"4 hours"
202610ENST12532,"Environmental Land-Use Policy",336,12532,A,4,"W 1400-1630,  ","D Carter","Snowden Hall 215",20,19,"Closed // Waitlist: 1","Prerequisite:  ENST 101  or  ENST 200  ; Consent of professor required for late entry","This course examines the complex systems and values influencing land-use decision-making in both rural and urban settings throughout the U.S. and abroad. Students learn how government agencies and local citizens often conflict in their attitudes and values regarding the costs and benefits of growth and development. Particular attention is paid to forest conversion issues on the South Cumberland Plateau.  Students attend local planning sessions and meetings with local officials.",ENST,"Environmental Studies",ENST,202610,"4 hours"
202610ENST11830,"Practicum in Religion and the Environment",431,11830,A,2,"TBA ,  ",Staff,TBA,99,0,"Available: 99","Community Engagement; Open only to juniors or seniors pursuing minors in religion and the environment; Prerequisites: Approved Practicum Proposal; Consent of professor required for late entry","This course, which calls for involvement in some faith-based or otherwise engaged form of appropriate activity or service, offers students a capstone opportunity to examine their spiritual experiences and religious beliefs in the context of active engagement with environmental issues in a variety of ways.  Reflection on the engagement experience, expressed both in written form and through oral presentation, is required.",ENST,"Environmental Studies",ENST,202610,"2 hours"
